absolute_path,relative_path,class_label
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0040.jpg,dataset\0040.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0041.jpg,dataset\0041.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0042.jpg,dataset\0042.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0043.jpg,dataset\0043.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0044.jpg,dataset\0044.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0045.jpg,dataset\0045.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0046.jpg,dataset\0046.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0047.jpg,dataset\0047.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0048.jpg,dataset\0048.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0049.jpg,dataset\0049.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0050.jpg,dataset\0050.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0051.jpg,dataset\0051.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0052.jpg,dataset\0052.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0053.jpg,dataset\0053.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0054.jpg,dataset\0054.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0055.jpg,dataset\0055.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0056.jpg,dataset\0056.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\cat\dataset\0057.jpg,dataset\0057.jpg,cat
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0000.jpg,dataset\0000.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0001.jpg,dataset\0001.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0002.jpg,dataset\0002.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0003.jpg,dataset\0003.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0004.jpg,dataset\0004.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0005.jpg,dataset\0005.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0006.jpg,dataset\0006.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0007.jpg,dataset\0007.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0008.jpg,dataset\0008.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0009.jpg,dataset\0009.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0010.jpg,dataset\0010.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0011.jpg,dataset\0011.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0012.jpg,dataset\0012.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0013.jpg,dataset\0013.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0014.jpg,dataset\0014.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0015.jpg,dataset\0015.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0016.jpg,dataset\0016.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0017.jpg,dataset\0017.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0018.jpg,dataset\0018.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0019.jpg,dataset\0019.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0020.jpg,dataset\0020.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0021.jpg,dataset\0021.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0022.jpg,dataset\0022.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0023.jpg,dataset\0023.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0024.jpg,dataset\0024.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0025.jpg,dataset\0025.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0026.jpg,dataset\0026.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0027.jpg,dataset\0027.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0028.jpg,dataset\0028.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0029.jpg,dataset\0029.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0030.jpg,dataset\0030.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0031.jpg,dataset\0031.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0032.jpg,dataset\0032.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0033.jpg,dataset\0033.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0034.jpg,dataset\0034.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0035.jpg,dataset\0035.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0036.jpg,dataset\0036.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0037.jpg,dataset\0037.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0038.jpg,dataset\0038.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0039.jpg,dataset\0039.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0040.jpg,dataset\0040.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0041.jpg,dataset\0041.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0042.jpg,dataset\0042.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0043.jpg,dataset\0043.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0044.jpg,dataset\0044.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0045.jpg,dataset\0045.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0046.jpg,dataset\0046.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0047.jpg,dataset\0047.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0048.jpg,dataset\0048.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0049.jpg,dataset\0049.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0050.jpg,dataset\0050.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0051.jpg,dataset\0051.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0052.jpg,dataset\0052.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0053.jpg,dataset\0053.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0054.jpg,dataset\0054.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0055.jpg,dataset\0055.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0056.jpg,dataset\0056.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0057.jpg,dataset\0057.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0058.jpg,dataset\0058.jpg,dog
C:\Users\DANDA322\Desktop\Учеба\Магистратура\Новые технологии в РПС\Lab1\Lab1\dataset\dog\dataset\0059.jpg,dataset\0059.jpg,dog
