absolute_path,relative_path,class_label
D:\dataset\cat\0036.jpg,dataset\0036.jpg,cat
D:\dataset\cat\0037.jpg,dataset\0037.jpg,cat
D:\dataset\cat\0038.jpg,dataset\0038.jpg,cat
D:\dataset\cat\0039.jpg,dataset\0039.jpg,cat
D:\dataset\cat\0040.jpg,dataset\0040.jpg,cat
D:\dataset\cat\0041.jpg,dataset\0041.jpg,cat
D:\dataset\cat\0042.jpg,dataset\0042.jpg,cat
D:\dataset\cat\0043.jpg,dataset\0043.jpg,cat
D:\dataset\cat\0044.jpg,dataset\0044.jpg,cat
D:\dataset\cat\0045.jpg,dataset\0045.jpg,cat
D:\dataset\cat\0046.jpg,dataset\0046.jpg,cat
D:\dataset\cat\0047.jpg,dataset\0047.jpg,cat
D:\dataset\cat\0048.jpg,dataset\0048.jpg,cat
D:\dataset\cat\0049.jpg,dataset\0049.jpg,cat
D:\dataset\cat\0050.jpg,dataset\0050.jpg,cat
D:\dataset\cat\0051.jpg,dataset\0051.jpg,cat
D:\dataset\cat\0052.jpg,dataset\0052.jpg,cat
D:\dataset\cat\0053.jpg,dataset\0053.jpg,cat
D:\dataset\cat\0054.jpg,dataset\0054.jpg,cat
D:\dataset\cat\0055.jpg,dataset\0055.jpg,cat
D:\dataset\cat\0056.jpg,dataset\0056.jpg,cat
D:\dataset\cat\0057.jpg,dataset\0057.jpg,cat
D:\dataset\dog\0000.jpg,dataset\0000.jpg,dog
D:\dataset\dog\0001.jpg,dataset\0001.jpg,dog
D:\dataset\dog\0002.jpg,dataset\0002.jpg,dog
D:\dataset\dog\0003.jpg,dataset\0003.jpg,dog
D:\dataset\dog\0004.jpg,dataset\0004.jpg,dog
D:\dataset\dog\0005.jpg,dataset\0005.jpg,dog
D:\dataset\dog\0006.jpg,dataset\0006.jpg,dog
D:\dataset\dog\0007.jpg,dataset\0007.jpg,dog
D:\dataset\dog\0008.jpg,dataset\0008.jpg,dog
D:\dataset\dog\0009.jpg,dataset\0009.jpg,dog
D:\dataset\dog\0010.jpg,dataset\0010.jpg,dog
D:\dataset\dog\0011.jpg,dataset\0011.jpg,dog
D:\dataset\dog\0012.jpg,dataset\0012.jpg,dog
D:\dataset\dog\0013.jpg,dataset\0013.jpg,dog
D:\dataset\dog\0014.jpg,dataset\0014.jpg,dog
D:\dataset\dog\0015.jpg,dataset\0015.jpg,dog
D:\dataset\dog\0016.jpg,dataset\0016.jpg,dog
D:\dataset\dog\0017.jpg,dataset\0017.jpg,dog
D:\dataset\dog\0018.jpg,dataset\0018.jpg,dog
D:\dataset\dog\0019.jpg,dataset\0019.jpg,dog
D:\dataset\dog\0020.jpg,dataset\0020.jpg,dog
D:\dataset\dog\0021.jpg,dataset\0021.jpg,dog
D:\dataset\dog\0022.jpg,dataset\0022.jpg,dog
D:\dataset\dog\0023.jpg,dataset\0023.jpg,dog
D:\dataset\dog\0024.jpg,dataset\0024.jpg,dog
D:\dataset\dog\0025.jpg,dataset\0025.jpg,dog
D:\dataset\dog\0026.jpg,dataset\0026.jpg,dog
D:\dataset\dog\0027.jpg,dataset\0027.jpg,dog
D:\dataset\dog\0028.jpg,dataset\0028.jpg,dog
D:\dataset\dog\0029.jpg,dataset\0029.jpg,dog
D:\dataset\dog\0030.jpg,dataset\0030.jpg,dog
D:\dataset\dog\0031.jpg,dataset\0031.jpg,dog
D:\dataset\dog\0032.jpg,dataset\0032.jpg,dog
D:\dataset\dog\0033.jpg,dataset\0033.jpg,dog
D:\dataset\dog\0034.jpg,dataset\0034.jpg,dog
D:\dataset\dog\0035.jpg,dataset\0035.jpg,dog
D:\dataset\dog\0036.jpg,dataset\0036.jpg,dog
D:\dataset\dog\0037.jpg,dataset\0037.jpg,dog
D:\dataset\dog\0038.jpg,dataset\0038.jpg,dog
D:\dataset\dog\0039.jpg,dataset\0039.jpg,dog
D:\dataset\dog\0040.jpg,dataset\0040.jpg,dog
D:\dataset\dog\0041.jpg,dataset\0041.jpg,dog
D:\dataset\dog\0042.jpg,dataset\0042.jpg,dog
D:\dataset\dog\0043.jpg,dataset\0043.jpg,dog
D:\dataset\dog\0044.jpg,dataset\0044.jpg,dog
D:\dataset\dog\0045.jpg,dataset\0045.jpg,dog
D:\dataset\dog\0046.jpg,dataset\0046.jpg,dog
D:\dataset\dog\0047.jpg,dataset\0047.jpg,dog
D:\dataset\dog\0048.jpg,dataset\0048.jpg,dog
D:\dataset\dog\0049.jpg,dataset\0049.jpg,dog
D:\dataset\dog\0050.jpg,dataset\0050.jpg,dog
D:\dataset\dog\0051.jpg,dataset\0051.jpg,dog
D:\dataset\dog\0052.jpg,dataset\0052.jpg,dog
D:\dataset\dog\0053.jpg,dataset\0053.jpg,dog
D:\dataset\dog\0054.jpg,dataset\0054.jpg,dog
D:\dataset\dog\0055.jpg,dataset\0055.jpg,dog
D:\dataset\dog\0056.jpg,dataset\0056.jpg,dog
D:\dataset\dog\0057.jpg,dataset\0057.jpg,dog
D:\dataset\dog\0058.jpg,dataset\0058.jpg,dog
D:\dataset\dog\0059.jpg,dataset\0059.jpg,dog
